,business,cluster
77,tXcr_zjVJBO-sRIF_Pn44A,1
78,3kMrTQGdIf5__to5gvp71Q,4
79,iRkFdLYre6Z3aep82U6_1Q,0
80,Yz7avqsSiG-llNaPSv8Q7g,5
81,T55nNWr06T492oDUh0R8bQ,4
82,IjBKuGbZuoqMIPzpvKATvg,4
83,g6jfs1CSMZYfKqXvho-IWw,0
84,HOQw78QIGe3shVx5rMpiCw,1
85,m1FiqfqcMMfa53lSu29vPg,5
86,_rt-Z934kfFzgG19nTrIcQ,1
87,a95xC46ji0L4HSzDXUT5Wg,0
88,3llkRFbSY2ttbUEhzi9A-w,3
89,J0KBo9OCagU59ODxk1JdEg,1
90,JT4iSwV0aAlK68SCRNImZg,1
91,ZfKHogPGqQpzgNFSFjfICw,5
92,8QSlsu6rgENMMVKLWBGBVw,1
93,5MlTTQwu00CMxYVBw-tbyQ,4
94,M87pI5ZFMn2QqQ_wIe1SjA,5
95,dOqEWXBDkhB01uUQcS2wzQ,5
96,z6JaSGEBzdUArV3_EeLobQ,1
97,NJdqhj35cj1xElxHqfYthw,4
98,J8Ha6yIvGoU-E31jnCq7Ew,5
99,lhNscRIch7GDNb1GrkevQg,5
100,ENxpXymBT9z6l_S2mQ-4Sg,1
101,DB9WSaFVPP7kNwBwnq8fTw,5
102,uIF4vUMvkx9sF5ctWBXZkA,1
103,zZIWHmITwqaC8OhnPkjEIQ,5
104,C3EKeB7Qy3aqUahzhgT4fA,0
105,pj9L2xM4gRrLX-Jfjza5BQ,1
106,svbQI7G6MZjAqLVt5ufLxA,0
107,S72ahVmIDe-6TyUpE7vAbQ,1
108,8BTzQCjdEc7Rxj2QWafTAA,0
109,RB9jn7gYYcvr7SSeEjx8VA,4
110,uXotkTqHrXXEqTwKgx8pzQ,1
111,s838cXcKkxJenpI1ppiUrw,3
112,Ys1kfp45SDcrHSiC4ttM1Q,1
113,Th1cVQN8nJswvxwab15cJQ,0
114,jkifQj4LWoLRm05_G4wkng,5
115,xXTlnntCdLhlbmeBFHU7tA,5
116,TnRcGRybKUR5phkN7Es3jQ,4
117,pCg4oRweZQnoXo2j7_-BqQ,1
118,PWtzJ-tUyvicN58tzdtAfA,0
119,MaSJyD1Pi4l0Phn2BDbtnw,5
120,qzm773ty9vbwpFuY3GyQAw,0
121,azX1NmrF1GCmXobaMmj3KA,1
122,vctfNR9lnFFHovLtsQKupw,5
123,w89ay2pZDTd-3cJsRlx22Q,5
124,WR1l10dTJVbBdFQc4VdfNg,1
125,i1KSizy873e_tUEy0P4gFw,1
126,zH6D1D87WI0tzxZ-6ulCkQ,1
127,6-HTwJDZ6CvqRNA9E-ymYw,1
128,_tYBSnpgasg_tynr71h7aQ,0
129,YKwVqpzIUv97eH-67_8kHA,3
130,G-OG28u91jgAQ0brtVDckw,1
131,AFhbVnKpqV4CZYkM3hfEIQ,5
132,ew37m-SY4fwz1pgEkvJq1A,5
133,8RA2N0jmuMBfFqHQhtK4qQ,0
134,mW4zQv4EMCWvBm-w2DDsmw,0
135,S4YbK5UZjQIrblySrt-6Qg,5
136,SxvQ-ke__mLLTh9e0LgTwA,5
137,asSSj94QcPnnm55aPbxe-A,1
138,D1d5rpGMpEiq3r1FqgofIg,5
139,x0506n4GE4_jgUrDegtaGQ,4
140,0U9OMoo2fneAw-3q6QfgJQ,5
141,LfQ4kBtZMv50iO5xksi6qg,0
142,6yUN2JzJqhnuRvsPydrHXA,4
143,pvIpkfabFvr2Ni9IIOx7Eg,4
144,3VfnZUFiRlJaB2prFhiT4w,0
145,hXCf8B9p80S4OJITRKiuWw,1
146,Amrrd9jZfAy8g0nhKnVyuw,0
147,99mk73s5IhCn-ENR06XF7Q,2
148,hkqFm02Y2ax0Pd1BdEyl1A,0
149,2nhlPok44wss9C_nGWKEiw,5
150,tmvswVDr4n56EjWq_RptBA,5
151,uc6rLEvqPFTEBWxlWzgrzg,4
152,Ks9ybb0MWv6cxnfKQaTikw,1
153,9vICKr25A3YG88Zr1wxDiQ,5
154,kpYmJm0pOvnjhKUf61iOwQ,2
155,xfjHiIksr4KerOuoMeEHQA,1
156,0_HJFDo9_bTvlc5lFTxarg,3
157,hVIk4TXLb7dVyd6ogHpakA,0
158,KutYXRWISk-AxLaPeozD0w,1
159,FMfeFp45xw2oqmify7AQug,1
160,1Pv5PaojXK7OwHAqiZ1i3g,1
161,Z60Bku7pQfo-LyXH7Fs3Lg,1
162,_egZqeDvRYKkBeKedtYqpg,0
163,2SbmgX5eHK4EMaIJmO1qbw,1
164,CWdkjgZJu76Oax3XYbhXyA,0
165,qpNZxm7paCmuF5dNnGkL8A,1
166,LipvdQr-HdtXtc1By1pqmg,1
167,gbTotkXVvnBc-cvY_w8J8w,1
168,nugiaUymwOPbDmbl52w9ug,1
169,8WjTdvSpHs5BMIZDVev6Dg,4
170,4THc7ojs6ppNHKhLl74www,0
171,vpO1aL82921_lvdY_JbSSQ,1
172,AOlTizkB4hxBgacCRY6nFw,1
173,wQTamPQ2VwJwFSgeTUnbgg,3
174,hSMfK11FD36rMrVlGpu6lQ,4
175,RQMinkYijOmmkxzDrel_Cg,1
176,DSEsFWzM3UCq54E2X0P9Zg,4
177,gtHKpfD9csK4hEi7e142ow,0
178,gzZ1DoMF_33RGKRjFrQlfg,5
179,4XLSNVJcveUz2P8cck9OZA,0
180,DHdcNdYW_8YngC7HCss-eg,5
181,4SkIgjCMDmwW1J1JNj7d_A,1
182,FMTP01IleURBnbgINqJ8Ew,0
183,8Qalp-5SiGMiZj_9VnVrxw,0
184,MYmjlLFFhlybZF5mU17Cjw,4
185,UxCa9odp3JzMFiaNkoggLA,1
186,c8KG4ojC1AsbGiMngZ1uaA,0
187,wBu0t9PEDaK0GLARe12Tuw,4
188,NbC3Wa2q6nhL2DasNRWDvw,0
189,YxVPwlNq2X2ZkDadIKzF7A,4
190,wJ50_YQLE1KWh4Phh-Ou7A,5
191,cmFvz2m5NIyq9PAo4-qCGA,1
192,hwYM8eYnioA16bB5GDqakg,1
193,9Hnc2bgChnCgNK1g9tG-Fw,1
194,jGm59EccuIvO2mLgREpLGg,5
195,wnW0uvpJyLRPc_BIO3vuHw,1
196,CRc0WEt66WvMUyjYj4Tfnw,1
197,oJjmM81g214TGKdmHNcjHQ,4
198,XM5e9p5asiodKLvK6M_MRw,5
199,XovcJKKqZJ2js8LpO9An-g,1
200,eBt1HmKoYXQ_nXMaVZD_8g,5
201,XuM45Xiiu1Akl6Ijr_cAjA,1
202,tra5KJXssxzwrwRNH667YQ,1
203,-dNzrtdgR9v5kbqxw0ZKoA,1
204,_ibV5OwG7vmuQ3WKDFPOyw,5
205,2oXPaY5486OS1f8kCnYq1A,5
206,l5BVLjKzSCQMHNz24tGUcw,1
207,j6UylZLwXRLY53aL248CGw,1
208,MAqPHTdyGvqZMkUCeG8xtA,4
209,DaI8E5MxQi8REtb6SNouwQ,1
210,GjCRoHSVTMZBMq-fODAvCw,0
211,4Xu4ZBLXHMIj9u0qW07PqA,0
212,G9UATEjSTnGlT6h5DT6S4g,1
213,1QTYCOXte0q9yn3qm8BExw,1
214,IRI9h7eWyy_y5jIktUeIlg,0
215,45uWL97nwLXm1lghE0g1Xg,5
216,taASZsziPuvwZpYYdMshWA,1
217,tfZsmvxd0cOD7olqDyli8A,5
218,f26ubSkfmqjqELeVva1QyQ,0
219,j2gCpr2IbYo6t_FqK3sGog,1
220,zW0GlMjpdIm8O_fIXToNhw,1
221,0mGY5QgV8rzT1NfuVNQntw,4
222,HxVRoppQgckGsV7FO7G0xg,1
223,kzV5A6KI9CxYo5MEsUEbIg,0
224,_jYt69Zx1SUo_V9z0m7Ljg,0
225,FwjenVA_E_BnKUI2ayc-ow,5
226,RsmdzL9JBX0eclt0S4wpuQ,1
227,Uk9rsVH_e8YMGKp23rIHBw,1
228,BtnRBb52e7clBu0RyCdWzg,1
229,oug5bLTWP_YTtj1C3_X6Xw,1
230,k6kRTE2QMiJLPxIRZj-98A,5
231,bZiIIUcpgxh8mpKMDhdqbA,1
232,EbJOMySimOOM7yeSMk9peA,4
233,VZiu0jeJMk44tNh0MtI1ZA,2
234,p99DZXmdF7smudK9FnlC9A,1
235,0c64P0WzmMZwfdEBrBQr2g,5
236,KI-9Am4qjzscm5SnFhKNVw,5
237,IfWfu0u2GIvkNR8diGmUcQ,5
238,c44LnYVPgraqzxw8dHiiAQ,0
239,63jn4a5ZgAildT7GXw0HZw,1
240,vRrDTIW9IFBO4cc3laazUw,4
241,5N4bHv9sTm1JsDqhDWz-tA,1
242,urnN_nLeQD7HhZsVziiSAw,5
243,TV4sDJedVi2TDwxFBp7w6Q,0
244,4quTxRyjzTSzKX2YeymOkA,4
245,AGjw8FTKhetpefL0MBaPiw,5
246,npayygQ30TB5rA-8egSZFA,4
247,dZTuGwkFk_Uba2RayghGgw,4
248,kPEiYBuNN2aenHyqcLQd4w,4
249,5np_98M2_qVaAS8OTAtjJw,1
250,XbG9fp-wRBGsvqAT7Wpz1A,0
251,3oeRSSQwaHdKGDK4LukYJA,5
252,ZATJO2UFzdNhoN-nj3Hmsg,3
253,yVvV0DTe5ode8TT8as3JtA,3
254,sLWl8S90oHBwV7fukf3fDA,3
255,iDWdWYntpdildiAYb6zLuQ,5
256,rmB7j4YshZ6hwL1mWZozbw,0
257,PqdSkcG_kN4OtaFaiRWU_Q,1
258,HJisBzwgGpCZu0ZkO8LFzA,4
259,SXdWJj_22a1nrxVqi2WDnQ,5
260,iZMbWvcdNula9hWLUsYF2g,1
261,7DdYkf-gRFzcEDe3tr9vMA,0
262,Sfe4AwJHB_Ct4-lK2ocVtA,5
263,bTVeKZO_sVuBoBPeb50WBQ,1
264,aSV6RpGtfAeFQiV72rKozg,4
265,bQ6Rf1xcuo8FoVB-77KGkA,0
266,ruINKpzG9vSUDF4xLMtvyw,0
267,Vmns1jgb6nCm-Z1cYRelNw,1
268,B1V_hsoJmf46mdCtiSe80w,1
269,rXmI1bUxBJi_mqYRHiLfNw,5
270,lnd7ZQGVEkxe94Vi3LaA2g,5
271,2FLuME-CArYr3htyGSV1Fw,1
272,bOlKGeZvIRVXFPYoZRcwSw,5
273,BZG9wxuhdSSPOPMbLdwu-A,4
274,iFofOanM-8rT21M0SHNjoA,5
275,ShW-ISn1nwMcpII3WYfTZA,3
276,ATJGEU8vM3BgUi1w19TbnQ,5
277,0IJvJKctkGf0yslni7gREw,1
278,22VTzQmv0WN9Xt0ehWffFg,0
279,Z5Z3lzVfeuY4RShRdQiTzA,1
280,VMTMS83Xj4EmfgsfhppPMg,1
281,RabRnRZeCMu_uGTnAUUTaA,5
282,9ZjNkXuwZeqXo3bzjWXtiw,1
283,bKXudCzxsYjkcGFsj3nZDA,4
284,i21Tmx53u2-c52lAW0m8XQ,0
285,W1AyeoUpb_I-3itYKm9xTQ,0
286,G_39hrg42VJpyhpGv4vu4A,1
287,tFhQkLjx5FPAKZ3zUjT9Rw,5
288,S7H15yFkGSqKqThR1796nA,4
289,iZxfWlfNPXV_0S1xO8QNSQ,1
290,0PKRnZz8U6xcAZM1R8KlOw,1
291,M0XHunz-C77SH8GQcyzQgQ,0
292,gzDx7oNMBeZM_JtXWmDewA,5
293,e9KCQvafAkKzg5-rb7Sihg,1
294,QOtwFWR43HXvpUJ5tosKpQ,4
295,rl_4pK1TJiRgvRqJC2CDFQ,1
296,TQB4_dD7JeCwSU1mJTROOg,0
297,HZRG_g9VP8gPVa9j1pxl8g,1
298,41kwNkIJMsK_flnEqy5YIQ,4
299,NpK_MT1ZlZRKAV1CuM2hYA,1
300,gdfPzPxxNNGCJKJzL5RsoA,5
301,J2L_ebhBy2YidkvmXR_Ifg,4
302,B7zSjD2jSLOsp_hSnnQTrA,1
303,Cc4dIiyzdAfP504qYP69yQ,5
304,H2Mo4HTKsdbJv3BAWxtKcA,4
305,QiZco2E2ZbD3uR6zSFEpVw,0
306,BPkf2kxtelpbK-V3811jZQ,1
307,srpZTiH4leOB87oezTKfeQ,5
308,y47bzMRtXa87SfJjjc6rzQ,5
309,YoT9O8cRu3ebH6H4J8POTQ,1
310,R56JOBCP1V12ecM7VScZyA,1
311,boFmPySetnaUFKcom7BPjQ,1
312,02PqL5zX-Wtf0-Sm9HLq5A,4
313,PYH2RJzpOnwvqY1IYsIu8A,5
314,mv-g5_NE9YRyEeCiZHVZvg,0
315,EwUahd4SYKdPH1p1Cpe5fg,5
316,ej7pQDJf3dSkIiCW1k5WqA,1
317,_lv3ZLfk6jwPozSzVG1EcQ,3
318,QGbLSw07VsMQVNYc5mjK3A,1
319,B9tVB_evGB9TkiDsLtuflQ,4
320,cnWtr44SsQ51NJs8HL6mLw,1
321,ln_VzQZ9X89ulX1VEZJFNQ,0
322,mBUds1Cr8YDi4KFZlPpnQw,1
323,599I9OxPUVhYVtMHUCJP5A,5
324,1P0gza0EoFe-mQ026yyqWw,1
325,GrnS4hEW6smYaIe_KzDOWw,1
326,F5CFyge_gl5-5Vj1yNJFvQ,5
327,Jl4TUgWTRwrkwI-3EijIUQ,1
328,aaD_q1o6T_Gkd_gicO2hcw,1
329,FCrFh2CiptUsUUjlTtvlYw,4
330,cS48qqBD8efMNGJLF8ydOQ,1
331,bq584jJzpz8WeQ5jzzT_Nw,1
332,MF5pBaYAGX-hQs6iNHtd1g,4
333,sVIEBHShcMRBOXYMOppgng,1
334,57_3ZohMG7vL0KiFv3coZQ,1
335,Dh8R00m1wcCsUcm-Sflmlw,1
336,v0sT3gH5scgSAe204JcENg,4
337,_goFPAwZbvkKQf-OFbcQLg,5
338,MNpg7xWwaC6ikcAeuxWYZQ,5
339,Xgo_fterKXgspwRHz7YoRQ,3
340,yXyp5dJ_UVXZvmHyl9JVKw,3
341,1OJSnAB71LvH_b2J0avnbQ,0
342,WVJUCmARkWrzWuHppwMHQw,4
343,MsbVzbQeWy-lIeVEku8doA,5
344,pOs6iIxxdtBhvxDVok9O3w,0
345,-rZO25BGEvA9vt2i72ggNg,4
346,hQB1bT5E6ria3GQNtE51CQ,4
347,d7GcIigfMP5d8cbwjcpyxg,1
348,n2cW_ZagNpvdc43s0arc2w,3
349,ELoaSwFyastXTZJjQnJFbA,0
350,K5IcOOGsrTSw8pOYJM-QrQ,1
351,U0eP1s-cAsTlymcil4n-0Q,5
352,9rAVU8KbnQrnzalr8-6M8Q,0
353,o8DMdE-VAiUydUBJ2E6MZA,1
354,V2n0AgbQJv7p70jNikenqA,1
355,HW4YR2mBKLJmCJFh16L8NA,1
356,P8ZDIRoGStikhCPeKNQQhA,1
357,asZ3_H14RkKEeNPXoMqyQw,1
358,_op3aGH_97BrzSca6ByApA,1
359,DLXnN8b-EHp8nYh4En2vvw,1
360,Dijr3fZnF4rM7GvA5MPFDg,5
361,G3wcZx2CmikRHanReaLmQQ,5
362,W5Pq5Xw-zNWxOIRxWddMZA,1
363,7RbEOKduO6oP-bcz30xwIw,0
364,9DcC4MbJ9egYd1zmsLxhcw,0
365,5D7Rcr6T_K1Ql3KbAoRL8A,1
366,lrG2x0FK7t1aKqSxEfcCQg,0
367,n5gH9AQYodz8847rk5rLyw,1
368,IBEmyFhd4YKPadorLJguDg,1
369,OuAeg-lcRHXh8O6S0Mrlgw,1
370,sxJG2vDnCMBTRq32GObUXg,1
371,ygvbH5kIRCirb84sT1qLyA,1
372,LPYACwYAeHJdQIpxEtJYvw,1
373,FQALxQa69loeORgzbIBBmw,0
374,qjI4sbA1xa8B9F81LTHgmA,1
375,Nbet-20sVuy_FclPeuawbg,1
376,bTuCbmLfGlASGIf95cyuGQ,0
377,KZG3SruqnoJplWHLRb0uJA,5
378,dy5TyT0w1wMad1XbrKxJNg,5
379,SYn52ibVkQyg8pxjcUiZPg,1
380,vS6_3-vp3vxYcxSTir9GYw,1
381,2_l5sU5BBoWeX3J5Yy55Ng,1
382,eMDioWsOtXvEudgf75JDNg,0
383,XIS4zW5de8OMFCfA-x9oQw,4
384,D-cK5paM4OaiSAsJ9XdC-Q,1
385,eszXsQeNMT2Ic3qC8XVDfw,1
386,ijUG-MH9pJlfqJ8B3fb1-g,0
387,9xfVzNcW8vXB2_ePCvnb0g,5
388,ykU93Iwgop7CKXpzdtrZoA,0
389,o_tJBO96wfBEMRdoRJpd7Q,5
390,zIrE7JvF0xVprDjbnL4PDQ,0
391,GpMaBF9um8j-dY2_GQ4yOg,5
392,pZ18urYcogimLxP_6ABHDg,4
393,e4wZ8kCTyAxqktH7dQbF-A,4
394,FYozTZ8F2_XMZxTh2h-ziA,1
395,mTvk0uQlGv68ARiRb7XyYQ,1
396,5eHHdXoYa07nYfZeTe6GHw,1
397,frBkhBRKTehaHifWFFiLbA,4
398,pWHQ0Ezf4a1oMO4ooD2iAw,1
399,weKYDCB9k6_oCwa8JvjRDg,1
400,4en355pE5aK1MRk-8i_ZYg,3
401,p3Vfzz1cVk0Gym7ynKnzMw,4
402,4CApB_GqrraGweVr1FZtfQ,1
403,t0jmVngnK3z8CqrE3TixJg,5
404,z5l5Qvz3vbtWwAu9MPuyeQ,1
405,KEh3efWSOIzd8BvuW-X4-g,1
406,tSAlnZ05LnjApaqgrvIgFw,0
407,U36aC6n8LdrpymgYUTAHMA,1
408,Yau8NuuUEIoeDlHu1C7aPA,0
409,6txApHApqnY8p2hq7q8qKg,0
410,qnKOFlggKypGBx3wp-5w-g,1
411,8eJ1gEaswRl6TAZmn25Ekg,1
412,SVKNNaX5wCZvc8P4X8obfg,0
413,Ldr7ruPemJGRxSX2FF7GGQ,5
414,Lv2TwGjCtsqltkLUu7eXAA,1
415,C2Sq5A2g7a56wwiqrQ0ucA,1
416,VxbFzdNaboQbw0msq4U2QQ,5
417,1ZKxZ8YUWsc52T6aCZdUrQ,1
418,19kjm_tA1t07rB_450NVrw,0
419,PlLO_3OFS421ftc1_londA,0
420,_JBqCYuMYFamqPLLL7CCJA,4
421,1HnOwaj9Hlk5R1h2grIrvQ,4
422,9nAP8pEhBuT65QeFcynbfg,1
423,jsD7fVCBKdBAISiKGuv-xg,4
424,h0l3Fbjl3xZQTlO3BwxX5g,4
425,FXs03HmN_vW8axbAB7lG1w,5
426,CWl5Q5j8f8QEYqUTgwVhjQ,4
427,PoSfG_X6SrWU8Jo6DYPk-Q,1
428,WVJrjpfLA0sxm-xR5rExhw,0
429,EdIlboOMCMiIHzOqOlZnRg,4
430,Z2poq7qXSWejU0VTnP8byg,4
431,e86MqejxsiztlZ-Ztany1w,5
432,Aqt3hGTrS_0lTw2n73pWdA,5
433,5eB8imLNpqHdZ2wSanF6Ow,4
434,ljGzs5MhfnH1pKfJjFFRlQ,5
435,rYSBFUF5npeoucfL_ml-uw,4
436,ZioZepnHYgiL5jzw_Pm_nw,5
437,vQaeia1DeDPsGcJ6KgiyYQ,0
438,zpuHj7STFympOv0QSgGlTQ,5
439,OOZ2bH4tBs5GfYZOxLPzRw,1
440,5UrIw2HJe8Lbf2A_20inLg,1
441,AZr46KyDt_U-TP79L2QiHA,5
442,6PGwg4yEhK2GyS_wqsLD-w,0
443,oqip_OcSIf2-3DV6KqyLlQ,4
444,RQkh1tSScHtkp2PzBn1lHQ,0
445,RWEOfhsqmwnGNMruQiNDcw,5
446,vvYYbuAW9nj_Vlo7KQCunQ,5
447,OJxWVI_240DS1Xyb-JK-uw,5
448,XNPn1KRStDXxy7vc77Bp3w,5
449,TEvlXw2HceTCUkLkJpfv1w,0
450,ORijUZ5yavh7ljXIUrWIjQ,4
451,X0hvRSD0CKxc8R9rODfWag,4
452,_lfgsZSjFuGJBpc6XRvbhQ,0
453,5E6Rg7Nx_LG4pwzrkw7Aiw,5
454,Ymr0gtRtsRZZwgxpIlr0Wg,5
455,Og32vUvQIyVMxWx7H1tV9g,3
456,zm4eldwngM5H11SkWsoGOg,5
457,AZTmytkztPezgveYKODgPA,4
458,QmsXBjsD8orGVB58S2xvlw,4
459,mWk11FcH-BQD9WuSEqsaDA,1
460,yk-s7nOmuffOnFEz33GPOg,5
461,V6X9Hls0j95xbdWunyNfgw,5
462,-8LDoPjHsg6QM1djzneCTw,4
463,mj0z14DzvFAf3tJQ4x1m7w,3
464,Ss0eE3EYBBXX_U8_uJZxYA,1
465,A2V910KZYjSFtEl3A2PSaw,4
466,kdzekFrtIjJc8kf2d1Ik6Q,1
467,eIRLle3O5OwM46Sg3MKhcw,0
468,sP_GBNMxArgknAU_qVPpWw,1
469,Dz8TNkbyOqiwUHeEdp9-bQ,5
470,7gmWYbCPZRtGCq7W3egclw,1
471,qQQrZBUj5yaVU0MFBB3bBA,1
472,xRFcUSm2FyBNfF6hVoRB5A,4
473,5Kklp6a7lggH2XQ2MSYANA,1
474,QEIZReGh-4sk9YR8RKNcwQ,4
475,xgzZLgRthgGO1VewHzfM4Q,1
476,2QZvSe7PKf37bRsJ-8BReg,5
477,XYcNzlhuCN7heI-tG_0lyA,1
478,NkRFr901y5ky7H16I1xvtQ,1
479,S4JvHIlvZi0z878kOInkvA,1
480,Je-W9UO9SgSI1RC-rXx1_g,5
481,2boQDeHxopolPtJhVF-p5A,5
482,LCyewI_7wrsro767VQ1whg,5
483,qkQuPHysqf1OVAfeI5hg8w,1
484,MS-e8T-dpatxGckIvsofIQ,0
485,e5DIXSqN2srotAQedB4nhQ,3
486,ng1L-RL1gUCvMrc23ulHKw,5
487,a6-KCEpepY41aEJ-r-Jmng,0
488,nrDTMDwIdCw68kga_B3kBA,1
489,7ls1tM45nH6BaudHqawuQQ,1
490,fKTglmwY9i8optfJIhZIfQ,5
491,vJI6efJaT_LU0D1KVbuheQ,4
492,ocFC2bOAKq_mbpiiAbO2Iw,1
493,LG2gB-8fLN-lzlO41ZY2jA,1
494,hba1wEWsIMaPQ3thB-5vrA,5
495,5HGdePWc0ks0g8rtqTRxLQ,5
496,iO7odZNwss8Xud2lB0brHA,3
497,Ivv-aWqJEkj7ifnUGSrvww,5
498,rq1fJnPz6cKaowlSuRvWTg,1
499,AVIL7ETE58B9Nt9P9T_AEw,5
500,c9aMLgGsKFNno887-cp3qg,0
501,wfLthVM_KtWQnptO4d8xLQ,3
502,yzf_33N7N02QRtxahqXi6w,1
503,IRYlnMW-H9mildWeEH3asQ,1
504,WR26CbBpFcdDUJGu_wzuig,0
505,lfhzlb9Aw46FfzhzdeSU-A,3
506,JuJSU3kaPUgvm3SwqFKdkA,5
507,1diwr6ycCvtBXR5vmnmNGg,4
508,Oou_CQPNAG6S0Rfy2ex6fw,5
509,j9pqbyEcTJ2A9MUu42eUxA,1
510,xhthuHNguVU99htWgMtv2w,4
511,pHXfdMQFbbO0CRkBE1J5DQ,0
512,grJRXBRwKPQ6OabJsLWp1Q,1
513,X-jO4UToT_9oZPx-3gouSQ,1
514,aGgXzFV7ItF00mymV1X4Gw,1
515,R0xKhv3LuhEQXDr7hsfhCQ,4
516,AcTlqFU_f2PtiKqRblOY-A,1
517,gw0FLcZijOGHmbzPsVODiw,4
518,FgbzyiazbnPU6ltaID6OJQ,0
519,HvyIF3f3PiEeIczin8J2tQ,5
520,CaSWqia1eKstpWFuQqq9pQ,0
521,QHdv2HNXnNyS5eV1DFsiYw,5
522,VerazxrycxQRDqUZ5iVqcg,0
523,BiS_UQ3Gy5ZMw9Yd7uLV8Q,5
524,Wcw8d0LKPEFSCUa1UaQtZw,1
525,uHkkbLzNG7qlMNo8Ifwg1Q,0
526,vg49JOe4ntuKuOYFUmShaA,1
527,BjVG7J0ZROu3srk1ylg8DA,0
528,vG5gDp_QMYFodQOThY0Lig,5
529,6yHnhBAsOnTLLTL-eSHq2w,0
530,FGUdq03cMAuDkcFeWNmrhQ,0
531,QIZ7jktDeu8voz9X4IhIOA,1
532,ZVdUTVLensUFXuHYZrDUcg,5
533,WZVMEtUb7Lfm40nxBv28ug,1
