,business,cluster
9115,-7JVppZPBn46UHoZyZsYLw,0
16826,-7WSQ61JkOJWepvdyA1TNQ,0
12177,-85pDrVcAdzNK55bFpintg,2
4899,-88RrZSFvEllQFH7GF-C8g,2
20906,-8CMh5ENKz6LhcucjzBP4g,0
462,-8LDoPjHsg6QM1djzneCTw,2
12220,-8MhEiQ0CXXQGIBC4EYpvw,4
5965,-8N16tYqXP-ixDDzwDoVnA,2
6894,-8Saw7TsFVbUbqJBZmmEQQ,5
18002,-97qeqOoQW6rc-kDsI_5-Q,4
17386,-98MS461K-OFyc7VuRArsw,0
16840,-99tu4eb_0WXerKLC9Zymg,2
15709,-9AvnD18wM_E7dR68dJWNg,2
20287,-9GunsagWEkoxOpxIX2feQ,2
19088,-9H6DJKH2BlvM7tb0MxxCg,4
10003,-9XPSKynOMSbz7pqpQJstw,2
12160,-9d4qQ7S7B0xlgxjvI-eIw,4
9298,-9fVQGIPeMG339yn2v-FZg,2
17504,-9s9AxE4SazLHMebFEfthw,2
17170,-A5Osimy834M_BPOpgny-Q,0
20732,-AMbae1vfc9DidQrI9q27w,4
4220,-A_VzQS6D9_Ol5cLtrK2uA,1
9188,-AhRoc1XY2hhfckNnc6dAw,0
15563,-B7FSfGvyIgbuANlVWMtIw,2
6942,-BBHfQBgBD1BA5wzVui86Q,2
17717,-BBSLCjzw3i2PHuwJ_dabA,2
18644,-BJv0Kdrf1xjdsI0bZA79Q,0
6124,-BWhtKdXLQcclx-DGgvrbw,0
6273,-BlnFV0FhH07GcLTYBBQoQ,0
7344,-BngK7oD1niOGHDAiYthow,4
560,-BoKMBBMYgdIPCnk_eVX9Q,0
4472,-BrxSRARQ2c7P4OipsGx4A,4
7591,-Bw6GFPBWBN2Td6QXfAPCA,0
7716,-CWzPFPncpafgT3IVZhtpg,4
8133,-Ce8p148xb0-4dv_3zwm3A,2
10017,-Cza7JtBZZ7nuXZeStwPAA,0
16591,-D4gDqE7XKLiLqY9uZQ0mA,0
14010,-DeoafeWHFwpMlfCYCtLXw,5
2407,-DnLndF_TFvgJzyFD1Z6XA,0
15789,-DyavTFSObMTR7PS8BdZyg,2
1673,-Dz3a6c0lxdVla1v0yI1uA,5
10723,-E2_0CSCFoz6Ql6iyDp7Iw,0
17825,-ED6173Uda-AiAWqEHIhuA,2
12613,-EH1w8ZmgwfomE-GzegfgA,4
18100,-EOVoUXzyFUncTA2Y18HgQ,0
17498,-E_2TqJ9qVuqBwtHsr6IQw,2
19045,-Eae0oeAMKBRaUM3j_rFbg,4
863,-EnVWkWbGgWE8y4mCvAlBw,0
10556,-Et0WED21LcwLLsUEzekow,0
15742,-EvlAFyPYpOfDfLkGbH4Qg,2
10838,-Ewh6f05-vhIlXdXbkdsbA,0
21482,-F4pgQy3hmNU6tTSRh41yA,0
9224,-FW2SqI_OzujJLc8tDyOzA,2
12199,-FWA5mKrFKhNa4XhUuh5ng,1
21798,-G2p3LIe2fu9rh-gnAYwcQ,0
5270,-G3c5ogGsnu-1LNqQxgEew,0
20082,-G3poCK7W1J6VU24XuEPTQ,4
3438,-G7zSSId69SYKavQlTPQvA,1
18550,-GMkF8Dqt2ElRYalMFho1g,4
9261,-GOis7VY4fquA9lwbHw66A,0
7962,-GUYLdnBraiJlINPtsloNQ,0
6778,-GXlnRJUMIes2x4AA8U2aw,2
18777,-GbYb_52q26daCmvAXDsRA,2
11244,-H9JsxbRKSvqi_Y65dwaaQ,4
8803,-HsMWLBiDte3T2wQNJkUsg,2
18374,-ICS3gv1uwvElVUlceUMuA,0
1268,-IIvmjoEKa9Trhf4OxzJeA,2
18524,-IVMXmeytFKIwisfmMlTAA,2
12121,-IWVTkOtAOobJw3mKh1ZJg,2
1152,-Ijgv6vbojWToDadfgTrDw,5
18653,-ItJl6NtB223R320CUUhaw,0
4829,-J6l4PKNj2Hvkq7dMyWuXQ,0
18560,-JFTVFhwlBnVhnjAJE9XmA,2
10135,-JPvHZjHWSIwieNuqQs08w,0
17569,-JSVnkEKOlzd93Y4LvoIAg,0
18814,-JqrUI1y8jaUQma7t2ShUA,2
20012,-KZ8oEDn9s49Dk_H2w79JA,3
22008,-KeQXlIVyZ9w5ArzMotd5g,2
10139,-KeU9q_-4Fpede3ubYnMVA,2
16809,-Keqr_MOqsy3nrVyIK7A9Q,0
4291,-Kyz-sRa-hSN0pTXCZc1BA,2
9378,-KzWcvobF7rB3BVkY7OKFg,0
21481,-L2W4rhqO8l1o2QQKdcMQA,5
1583,-L69Ix0-xX4BlHA61fGvrQ,2
22297,-L7Wa8qLk9wKCuwTvGmeiQ,3
8633,-LLuV9CpOxCTIOicXfOJvg,1
14825,-LPPd4h0GfxhJkCMo7FGQQ,4
4462,-LWuleTUqjo3EPoCtBRgqA,0
18175,-LqsFXfZDziytsnVqbuS2Q,0
2665,-Lv1nsq-8u5tjBcENE5Ung,3
5571,-M5QWogOXmpGEnbBf4Dxqw,2
18650,-MJjmf2CD51HaVuwrRFDTw,4
9073,-M_2-RVQ0JifZO13sjS4QQ,2
20031,-MhjeXsChmq6TAgBAgg82g,0
3229,-MkbRsq8s1DN7YETcUKNoQ,0
13850,-NElXzqLzTYrRyE7VyxOdw,2
6526,-NGzVth5kY4kXK_NtO5ktg,0
8529,-NHo8mwUgtgu6ehgGH43DQ,0
6287,-NMkaPINyEkUkNpp9QJQzg,0
18260,-NWYudIPMIlk726wNndAgw,2
6347,-Nay_iKOGj7RCruMPg5TRg,0
8006,-NxKjJd6AtxIK8O6VQgfEw,0
7340,-NxOGTleD3ROHo3t96SnfA,5
11435,-OAdCFmB3AmopsOeEUnxRA,0
12300,-OHH-CAN2QsCoIGHmst8qQ,0
3267,-OlIF4oFdN3VVNQM8yo1ag,0
19595,-P6VBBN-CxQD8bCpzdeU-Q,3
3265,-PCVV0acyWThXFHH-_2YyQ,2
3223,-PMO8OX05WxqKK09uoVuwQ,0
1691,-PYVaGjHgX3IrLEoA93qIg,0
13937,-Q1qcyni6Y2XAoUS4cQ0fQ,4
7481,-Q4i6Wh4x2S-peFSwNnf8w,2
12239,-QE1a6BbhshFDXHJkbafRA,5
6607,-QJCVBhn78pk1EBf_8-y3g,0
789,-QKlCP2QQiQaIuUmY-eFyg,3
16643,-Qeljet6qnV6gIxtSb1G0A,0
9720,-QlhN_CmQETAKgF3Nrs44A,0
9859,-QtSL-aTUyvrMKg3rbBmGw,3
21689,-RPsIOSlV_BchgDFHmwdqw,1
20103,-Rbv4lU9mDoM9EyrF_qGLA,0
8543,-RcoR-_UyWtOX-oDEzjPFA,4
13852,-Ry1iu8UOZya-1QkVPpF_w,0
6473,-S2JPNrZw6Y4OZmx1x93Og,2
19508,-S8fOgOgPF0KmMSK-Dmj9Q,0
17165,-SgEbEOt0TCYPsYvuYaMJA,0
8563,-Sjrz1Mt9RY4r6ibxzGs0Q,4
15141,-T4NZWxPkWcFmbCd5A15SQ,2
4327,-TFiZAhhdgwJxhbQDcv3QQ,0
9774,-TJ_OBlblchUoenA_f1H7A,4
7998,-TZYiWzeYovWZSeRZ_H-nA,1
17304,-TbxAAOY2Q_3lNmFJoBNzg,5
668,-Tiy3NmLikBRA5NgMS_bWA,3
11968,-UEAk53rzZXqUTYRwz1GhA,0
20196,-UJNQ7RkM2V7vZT2hQpKxA,0
15044,-UQ1cQ1G3E9HVSVbCR3zzw,2
2222,-UuD2pRs9_ifSw8gZfu9TA,2
19940,-V4i4eModv7F4I9MNevD4A,4
14055,-V53iiKbReGRCNmLwHXoSg,2
21193,-VAdzjb7dHuL5ggeb_tX2Q,2
15828,-VGcpn-vkcnAUTJuLBSalA,2
5445,-VLRsUp75qeblZ4ftgUTGQ,5
14189,-VSEXHIez3sS77OOnmwhbg,0
15551,-VYe3DZ_LDVjwygAWzEC0g,0
8728,-Vo99SY_sGvpNCkLMHfeBg,0
989,-VpisjpraSigsKK7qe5lkw,5
3791,-VsAYrvV1kw9zu5fWXk78Q,5
10854,-WA4tNsXZq5sxcGw8a5_IQ,2
6294,-WIoQ6ocFnUAAXH1c_4-Pw,5
11420,-WOGJSPAHfyNNrnw5uKOyg,0
10918,-WcKXPAJuxZ1ZcJ6yT_q_g,2
6821,-WvTqtFPe7MURxFz6QJzYw,2
4760,-X8NjtWsKO6BnizblHW2lw,3
17756,-XILEkxf93_H4i7k71oVsw,3
6992,-XOAzMXCWX8BvxFAcrfpTA,2
15220,-XffPSlEMeORcyRKdYZ3uw,4
4262,-Xk9OzAfWhpUr-ZMM6JV4Q,4
13238,-XkYogP5IJZOieH23kHYVQ,0
3339,-Xq6ruGk0U3inDf7BOX1YA,2
9106,-Xus_5xN_zDZK6KB9mw_Sg,0
2643,-Y05u1a6-usn8jHBRdATMg,0
9182,-Y5-3jo106-QQUxA9MChHQ,4
17051,-YMNyXhza3TRWy8WuR7I1A,2
12597,-YYrkV-fnKlQ0H8fBfwF5A,2
2436,-Z5_WvjPTtiik8WTkix_zQ,3
18049,-ZZP81SGVX2kGLZ8nuTEfQ,2
21391,-Z__4UFPR5vHPwZaPe9zoA,0
17334,-ZgFnVzNcSDkbaBVMZ1pBA,2
3674,-Zi-kBFZWQWJLRCC9mY6LQ,0
18104,-ZivRS-umx69DuUSPsbXoA,0
1312,-ZzsPlaAgwO3yt29u59xcg,0
12894,-_4K6WTUHhzQ4EXec8gzsQ,2
15976,-_DFiAovgLxR9XMF3Mc5sw,4
1344,-_GnwXmzC3DXsHR9nyaC2g,2
19037,-_bvu_oJdS363w1TYoJnYQ,3
19367,-_hDU5WHJ4qRJD5K0BX6Gg,2
7740,-_k249ZueEdy4C7OMIp57Q,2
11651,-_pClRq4ABRssrWtXbpTvA,0
15422,-_uifLaFoj8YQKWee_7c5A,5
18959,-_zOASGIMqHu5LQRNncr0g,2
13816,-a0A1IKFVojTU7LUdbkwnA,2
12953,-aAdQ0nekZEMyXpWqmMwDA,0
10357,-aEGBqX_nwQHViPOyDDgOA,5
3589,-aRu1BAs4mWiWL6keT_I3A,2
10426,-aVgOXRyW3QX_h5m44l6zg,0
3972,-aaNwThD7IAwzkVwY0OjKQ,2
19237,-anOqg1lgtDIzPhTwpwUNg,0
18564,-ay3KvEm8oWE9Mh8w8gHMA,5
10408,-ayssdNz9tKR43BGKudong,0
15395,-b-wqZljQOfkyXuMp3WisA,5
12799,-b5tXEsQ5o15naIf5yCeEA,0
16342,-b7AW8V2t1gxDpbNp6re7g,2
20666,-bPos8nEPl_HmNAzzJCU0g,2
21218,-bjI9tzsl0L_ipHwyczQ4Q,2
12915,-c9J6JMIsZEPdO6JPdF99g,0
7260,-cAsZ4L_ztcrFwsmN0m0dw,4
19881,-cPGE_tt1h0H6gyASiLV9g,0
15091,-cki6shjO6czVhKZM9v-3g,0
11280,-clBKSHtzn_9458qlD5gwg,0
15416,-cwGglictXeZRSJaETaH-A,4
5278,-d-cmDxUwyLF6Oz2Bu4Elg,4
13910,-d55HbZ24m5g8DqBR7RKKA,0
12268,-dG8O6DsgSKe5vIRteFqJg,1
18663,-dJNGQVVhvUI5EvJsQQu3g,4
203,-dNzrtdgR9v5kbqxw0ZKoA,2
16155,-dRN-7EFSqyPWkrvzI46Ag,0
6698,-dYJp8OftcDC_1VAj482rA,0
18986,-dgMj7Ci4E8kcX7kAVdvyw,5
17693,-dmPyvXoxboj2PBKixMhfw,5
18336,-dndYyzgr5_aKga4bc82MA,3
13832,-duTaWjcU2-TJjIVCiU6gg,0
4061,-eBEdPCXfrBrgsESqYOUlg,0
3261,-eEgm7kEuzftek33-CdUWw,2
14325,-eGzI9NsTBnf1-CYI_eD0g,2
16795,-eIc8B_SdA6qGIUPYKykgA,2
12773,-eVUxQ6IlMseNSDK0oifFw,0
4237,-eaKG-i8HzvIY11cQhRYFw,0
8047,-einO2qtoKikngG6JvU8jg,4
13694,-f51AYaEcU1uO_bcclNyBQ,0
12870,-fAvGzuloIXOr-vdXBvySg,0
15693,-fB88Oxol_deqC2K-bd6fA,2
16872,-fC6gJCUSf5337ySy7u5Hg,1
1442,-fPzgCD4PYKXQuE_gRjwQg,0
4900,-fXCgMV289aUljFUOgXz4w,4
745,-fYm-mKSZtlctIqGBDBsqg,0
5670,-fnPRC7fd0wBHWBBtg1J7A,2
2417,-ft4YJMSe7VNwJWGg1qapA,3
21496,-g0s41oVTDzlDCjD-2SfTw,5
20971,-gPfDIdch1QNPsMLEom5Mw,2
938,-gb_VqoPSqckYaq7Z1rBkQ,0
16909,-h1c2AipksdA40nSCQMhCA,0
5593,-hAobVr1yNeg0sTo0uoLpA,4
17983,-hG4B_Li9ZaB3VSrTR2f-g,3
8584,-hNuRDM4RfejV5PLHP0ZLQ,2
1812,-hfICuVtWWJn1UWgB8o-zA,2
11075,-hf_XL7j0ojgsNF_zCphfg,0
21907,-hhyCbZawsCko6OCMBVtXQ,4
3817,-hj_1vt_h5JD4NbyMoE1WA,0
6498,-hpwGVKyZMtQ1b-tz54T0w,5
4724,-iCylmVN2t346RH8G1SDEg,0
7509,-iS8ZqaX7nKBAJ8SdKJDtg,2
10955,-iS9xMoEMMklMEGsRwKfJw,2
8509,-ijYRtgrvG1HhsWzTVnqJw,4
8412,-jOGf5KR87fL8KqeDeUaPg,2
7667,-jQOsyXnAMKu6ND7ongXFg,2
8806,-jdLL_vjpv7WNS7S8z8XJw,3
7932,-jisMAcgKMLj9xmB6gU73w,0
19057,-joSOdhuV-WQ65cHWpl7iw,2
11611,-jxEILUSqsWL0Oo7cQDfVg,2
4397,-k1F3JbknF7Mt4urqt8O4Q,0
2024,-kR0rEb2-80ZwqytTD68FA,0
9446,-kf2oeqlpQ_fnyoXoV_vYg,2
5123,-kkHh0QwK1ZYHQF17Mpw2w,0
8674,-ktTrP_SBwCcPzQkeV73Mw,0
21547,-l0T8Qy44Aefc41ZgsJ9aQ,2
11249,-l1nGiG4y7zPBlEh-eLd4g,0
20669,-l2oVsyqaYWi2sFEv1crPA,2
20651,-lDuJj6-fPQXPfcDYhAPXg,4
12658,-lE2bHcASeEjiKa0MXDlWw,0
18864,-lGiUQM42_Nq_Ziq9B_fBg,4
14663,-lWzEqIv_GnslOgRKIKmYQ,0
19102,-lcp6bQUOEEdA2ubdhWnrg,0
21630,-leP6D3ff_MRlO-ZC-47oA,0
12299,-ln68FYLk5RZuzhQ4Lp58g,0
1010,-lnkoNkcmE005fVA0ZxKZQ,0
2726,-lwCS_ux0sS4GQsvT8oIXw,0
14150,-m2Z3nddO7LAchhJH0Yi-A,0
2731,-mGBtX6pXeaaj6bsEMuAdw,1
1489,-mMf9YoXzm6cIDODVZu0eg,0
17471,-mMnuVffGL0rAaDBPjeYBg,5
20084,-mSHtwaGZatXZOfh9NW0rw,3
10945,-mc6zwifSmJ8lV6QbZ3zXg,2
6118,-mfXITJ8BWn595vl_3pleg,0
7911,-mfqRT0Nfd0JoxGvTiqtAA,2
14552,-mu5kWYw3qqaNXK9L0THBg,4
8086,-n8pdv8ezY_HtzNZqdMcvw,0
10780,-nA4Zl5aFc2iblN-XQ7lgA,0
20506,-nPFewj0N0f2VL2CZdMSTA,3
22020,-nWMo2MucpYcnSuVROhs0A,0
56,-ntGRFLfW264UwZTuX9N0Q,0
1420,-oCYfB-JL3Yc_RECg4B1Qw,0
15045,-oJBBj15JejFvpJGEGRqdg,1
11921,-oMIzR8lRb-HlqQ1gjqDfA,0
10142,-oYAX3frNAxMUDkxDZAdhA,2
5246,-p5x2Q2kmYe12NsNQ7iBPg,0
15957,-pQ3wH2H2ZOOUDOXhIXMig,2
21239,-pV3ELnolM-6qQHqZXmQSA,0
9663,-pWjEmDchOGDIdJEpc1bHQ,0
16072,-pZltwxs2RBzQFFcb-O55A,2
7375,-p_r3aR-vLT8zR6CHNZALw,5
2890,-porR5NB_our0NLjRnIOVg,0
16331,-pv0wXx1s0viMg8CH7x-6g,2
12240,-q20XkRLGGovHXe-sw-JQA,0
18539,-qDFt8U0d1OHqn7mhLCJyA,2
11588,-qOMUSEg5QM2B9aB2qrMow,0
3012,-qVaCLmIZs71W5ijGNwd0Q,0
5398,-qjkQHH-5O8BAztc6udOuw,2
19630,-qnjj2K16pKp9C40CZy4YQ,4
14417,-qoTS4ayzzLjK-nUpIA1mA,0
7646,-rKGFT-zCQsFrQNj5uWnRg,0
8379,-rXN28OjNdHPfO_5AukK-Q,0
345,-rZO25BGEvA9vt2i72ggNg,3
8603,-rwL65SJ37ZTnXFapS7fkQ,2
18477,-rzCRrhnaLtaU7eyg6c4BQ,0
16063,-sD9v94gO8z5VIHN0YQN3g,0
13707,-sqMwOMphv8eyrjke3ep0g,0
6083,-suq06tfaHLbydh1a94rQA,1
3673,-sv5K0yENLZSGlSiyX3TfA,2
5926,-tMxROOXH8U5mhanXTDZxw,2
21131,-tifnb89Oq4phT7YgIznrQ,0
6165,-tjQDwfdHexVQH0BRFx7eQ,0
9849,-tmm1PqBjNUqo0f5oOLxiw,0
10080,-uHjrFXNmUJfds4vY_zMEg,3
19631,-uKlx5Ab45PTAQerE7_C_A,2
21156,-upoOsCFQkXRVVclpFlmPQ,4
16894,-v9uhXrJMo2JVUne5_YWUw,0
19725,-vCHXpXWNa4U6wKphTHoyQ,0
15728,-vDYo8xFUOey1GyWi5_Qeg,0
5770,-vRt_vckFc8Q2uWY3Ft17A,4
12154,-vSLRpgZ3CwsfVWy8Ze05g,4
21139,-vzicOWweKbGDLJS6nfabw,0
6767,-w1XxyUjP5hiyDMkXNDG0w,0
19901,-w6YRlKOA3wWBK6d9iXXdA,2
11693,-wDHnMpiDjVCw6wSurVy_w,2
10076,-wGdaCG5QMimGOa4cMEs0Q,2
9540,-wPPGX3XJ_2ua6D31tkNNg,2
991,-wQHhs4pPnDPHXboTEtDnQ,1
7080,-waa6lH9SmAkaKiLx74_FA,2
13225,-wje-rWI-1i_T4ycL31rkw,0
6976,-ww9xmeIekRabead3OyhLw,1
17696,-x9GqJToAQXS768LxE-RSg,4
14351,-x9y3f2IXWnWhZyeQC3RaA,0
3860,-xAG4Jcyf3yd4A29deZrOQ,0
6953,-xVnuKnXU6q1QdYI5RjfiQ,1
22156,-xa0q2ZhHol54i77YOp2og,0
10311,-xiXyfldlrqteGrTiHi8Bg,4
7772,-y8FBlP5rM2reOlrgWTWvg,3
18031,-yGakomD9jnqooXyRIFngQ,2
7676,-yL0b6in-Yq5A0y7HR2wiw,1
14236,-yn_P8m9yd2nnG2RLI8ORw,5
3676,-ytXUZ8Xwsn7ROx2fKY8Dw,0
2605,-yuqQs7H9yZQFumN7KzgEw,3
6111,-zHs-LLRDjM4oVEmwC8rHw,0
16024,-zidIjToM1wM10_ByMlRIA,1
12745,-ztHmR6vkflVp2b8eYdsLA,2
18287,0-39isjyL7FyBjxGMj3sgA,0
11131,0-4ow6NMhdTgnN0B7QHfvw,5
2453,0-GMrR9o3imO59-X4FB0cQ,4
18413,0-Y_m4TJZufHBVozbMOqbA,2
10664,0-h0eCEFFabn6HJL52oYyQ,2
20604,00-H6M2UsIiHPD-uCW6CKQ,2
19977,00K-UTXqg9iDoMXB3QXh0A,2
7920,00QiDT1sqS0yDXESvbQTDg,3
5077,00slwNU-heK2ok8msWBHAw,2
14719,00xYfRwafYVKqsWZcqsyeQ,2
1795,00yOZF55RMZ8EDev2tJ2Gg,0
8756,019hSLVB7-wzrChswjq5wQ,0
5080,01bNQ62pt1hbQxqTmdYpWQ,0
18772,01ip3Ksb8jJfyfw5Rv0h5Q,1
11248,01prarOUJpfLEHYVZ3uRTg,0
19921,022YuXJdrtMZIrFKT9SOWA,0
3041,027mgHAd4sayA8nY-7qU7Q,5
312,02PqL5zX-Wtf0-Sm9HLq5A,2
16882,02_zOQ5U1lgwVlgWDG2Dbw,4
4581,02jjWgQhqeQu-hNPGSxX3Q,0
21242,032WbffIbkyT1M1GW2Qfzw,4
19965,038bvDfhiZJCjUkWg-g4rA,0
10286,03HZ-K8jhXH91MCqIuH0vQ,0
21564,03Qm15VnJVKeIQA8WVavvg,5
7821,03RPAIRs9B_CSiSt5G41Qg,2
15547,03Vr3PJTh0l0Gg_hMLYyfg,4
6708,03qlZ3ZXY1TZonaDcHbGAA,0
20936,0439wQaLgLRncbSjArVmpg,3
17718,04_EK-ZnuVm-sEs_cdaIdA,5
18353,04aCD_bLzfmBmJ9mm712Bg,2
14106,04cH5lpbd8rnpnA7DSn91A,2
3293,04hJKTsk-Bte5tf6Z-tl0Q,2
8091,04u1vBEqfS9MdsKHFO8trw,2
15790,050WKSmO2fHsmDBDwkoXBA,3
14798,056NOLD3YpxZ6Orf5_Us0g,0
15380,05SaK65bb7d4QX7U_H7gAw,0
16889,05bKdAXPF5skhWsobIrq-w,2
13635,05nk1UOZQr61isIatgGk9g,0
15812,05vxmc97D-W3S58Ipv7EPA,0
13627,06-shK8lWFzkWgmedpCiNg,0
18740,066f5rFTrABSE6BU7iY_0A,0
18072,06AMM_Vw7mOczjyo11sopw,0
6334,06QPG-10-OS6otHQ9Uu7TQ,2
13532,06c8SbZAsXUtchNO9njTdw,2
11587,06fOGxQqYoYRxrpYVtx7Vw,4
14366,06ls6F9UuIOy4wDCqv-R8g,2
11498,06mTqmgQfIGmnGup58vDkw,2
20032,07E0-Cs62VtVOD1wgVGTrA,0
20474,07LQZWL6I2j_B8-gVpbdwQ,5
5640,07W-QKw7zdGKAvzNe103NQ,0
2507,07qZGxH23ahSW6ZegR8ZZw,0
12122,07rL90ryVIc-ArTlFp4MeQ,2
18475,07vsMfjupodO4am9KE46xQ,2
16786,08GXFVyvkY4HDZ7od2mLbg,0
2790,08V9BaC4ok_jpJNj4KENtQ,0
21757,08WccxSIUr3guFX6xI-t_w,1
20727,08jxI04x9HgnGGsiS2Io8Q,0
2295,08wLD2pUdZV73zHywMpREA,2
7434,09DBl9SoJbXz3Bwk5MeLLw,5
1101,09ogiDVXAMaywu5NWFRyHg,0
20873,09qoU7c-wV-U43LYoSrhXQ,2
10099,09rdFG17jRgbQrqso0odGw,2
10307,0ABraNehd1Vwb83-PFdXDw,0
6564,0ADXLZusCuQ0N1Z74o55KQ,4
18845,0AKBh769oKILEyJHD1D5Ow,0
11119,0AO7SIns2XLQBpI6aEpNaw,0
17614,0Aezdr9i7-WYvhWpCAPBEw,2
3126,0AhpCEoKGWckh5RljxH-xw,1
8978,0AiTpuva7RkYZfKRnhqHYw,2
12244,0ApFrpmGFm-zEYwtmgHn8g,2
2750,0BC21oze0we13ypaPnWndQ,0
12632,0BWauhVjUbBl1wydkkpz8g,2
1419,0BaLr7VUYxzQ-XLy4rofgg,1
21314,0BgzV2IXFfcHcW9YNHAngg,0
18830,0BjRbhgsZjt_R3-y8_N3_w,0
8179,0BuTE7jOd45VQUVB2I0pBw,0
2872,0C3TFjxdic8F5iq6EcGY5Q,3
2179,0C6a0KpUYgYHeSkey2_-zA,5
10928,0CA07QXBNQbpL5g5FWPAMQ,2
6019,0CbIYxSEN_QV77jQ0Xga_g,0
2933,0Cjkaxe96AhpOpuO2GznEg,2
1033,0CxGh3-4h2Pc-wFtzHux8A,0
9836,0D4L0Ykgifuoxul9jIG2DA,3
7872,0DCUJZtlKSgm-XQKvGJwuQ,0
18871,0DZBM3cmnt1v3MloVRWeBg,1
17232,0Dm4lnJuDF0iY7HGt2x5Bw,0
14437,0DtkwVtNq39LwsrE7mWW6w,0
21211,0E0CzkEpiPybBdPMuHKUeg,3
2450,0ECMK4F0_qpO-mQJzYd9cQ,3
1332,0EMZIl4i741BJ0SVoNqV0w,5
18408,0EWT-5RReQ39c7SGcslJ7Q,0
13853,0EpT8hjNC_OQIYg9TCvAZQ,4
19831,0Ewa_emG_tKBaUMjJDVrdA,4
5070,0F3LEU42pE0c56o0EpXW-Q,2
18569,0FBsUUtDiK51C5Ctoa8qoA,0
15722,0FQ3Z1hL55udtPGdVl4QWg,4
18,0GMFteLQFzUogXFK9STGtA,4
9168,0GUAlfhT9BXyd_i_9pFvoA,0
9397,0GVQ4qelUIJERcsATCFQBg,5
19360,0GYgmozbQK1HdpR0tHXrcw,3
3919,0GhKOL-lhgL0zHZ5xJEfsQ,0
20663,0GxCbQgy6EEvSSy9tl_2MQ,5
17982,0H2ezH9Xotee80blPg5wIg,0
3445,0H66VNadmm3eEX6Y9R0MVw,0
11353,0HDphosOBn4ofcBPPLsqvw,0
13302,0HF-vV7yd_cMdGS3W-OGFg,1
21265,0HSGnyCu1H7CePtvIRP4YQ,0
10900,0H_7b1ciGIDcMUr7Z6sekQ,1
9056,0HhFNRZZAFqvoFdzoBQF4Q,3
14752,0IF5voiCXnmFm2Ga3IGvzw,0
8219,0IJD11YknsfgQRoBaJFFpQ,0
277,0IJvJKctkGf0yslni7gREw,3
20897,0IPBNAxnKunhZgaBJ4QV7w,0
18489,0IehdesPF8Tgzr9Z8YSQrA,4
16336,0IhXgDHqW9EPty9VSEMLOg,2
4018,0J1SWUz8WoANaJIijR9E9g,5
16051,0J33tL_3JOMPqEOUZ-GSxQ,0
10473,0JBKu9cJ_hx86iEfKCA1Iw,0
7123,0JMpYuTJZuYRSnVap1-8cw,0
16983,0JN9emNAmzeylKPehFU3LA,3
1214,0JUlrelFKPciBVcZANKF4w,2
