,business,cluster
21656,-G2p3LIe2fu9rh-gnAYwcQ,3
5956,-G3c5ogGsnu-1LNqQxgEew,3
18065,-G3poCK7W1J6VU24XuEPTQ,4
3967,-G7zSSId69SYKavQlTPQvA,3
19649,-GMkF8Dqt2ElRYalMFho1g,0
9513,-GOis7VY4fquA9lwbHw66A,0
7173,-GUYLdnBraiJlINPtsloNQ,1
8626,-GXlnRJUMIes2x4AA8U2aw,5
18346,-GbYb_52q26daCmvAXDsRA,5
12916,-H9JsxbRKSvqi_Y65dwaaQ,1
7351,-HsMWLBiDte3T2wQNJkUsg,5
17905,-ICS3gv1uwvElVUlceUMuA,0
39,-IIvmjoEKa9Trhf4OxzJeA,5
20130,-IVMXmeytFKIwisfmMlTAA,5
11620,-IWVTkOtAOobJw3mKh1ZJg,3
781,-Ijgv6vbojWToDadfgTrDw,1
20112,-ItJl6NtB223R320CUUhaw,0
5485,-J6l4PKNj2Hvkq7dMyWuXQ,1
19263,-JFTVFhwlBnVhnjAJE9XmA,3
10727,-JPvHZjHWSIwieNuqQs08w,1
16991,-JSVnkEKOlzd93Y4LvoIAg,0
18581,-JqrUI1y8jaUQma7t2ShUA,5
19092,-KZ8oEDn9s49Dk_H2w79JA,2
21798,-KeQXlIVyZ9w5ArzMotd5g,5
10981,-KeU9q_-4Fpede3ubYnMVA,3
17033,-Keqr_MOqsy3nrVyIK7A9Q,3
2388,-Kyz-sRa-hSN0pTXCZc1BA,5
9482,-KzWcvobF7rB3BVkY7OKFg,1
21493,-L2W4rhqO8l1o2QQKdcMQA,3
15,-L69Ix0-xX4BlHA61fGvrQ,5
21929,-L7Wa8qLk9wKCuwTvGmeiQ,2
7828,-LLuV9CpOxCTIOicXfOJvg,3
15490,-LPPd4h0GfxhJkCMo7FGQQ,4
4143,-LWuleTUqjo3EPoCtBRgqA,3
17908,-LqsFXfZDziytsnVqbuS2Q,1
3565,-Lv1nsq-8u5tjBcENE5Ung,2
6124,-M5QWogOXmpGEnbBf4Dxqw,3
18432,-MJjmf2CD51HaVuwrRFDTw,0
9223,-M_2-RVQ0JifZO13sjS4QQ,3
18837,-MhjeXsChmq6TAgBAgg82g,1
3727,-MkbRsq8s1DN7YETcUKNoQ,0
15053,-NElXzqLzTYrRyE7VyxOdw,5
5853,-NGzVth5kY4kXK_NtO5ktg,5
7560,-NHo8mwUgtgu6ehgGH43DQ,1
6637,-NMkaPINyEkUkNpp9QJQzg,0
18377,-NWYudIPMIlk726wNndAgw,5
5977,-Nay_iKOGj7RCruMPg5TRg,5
7023,-NxKjJd6AtxIK8O6VQgfEw,1
8975,-NxOGTleD3ROHo3t96SnfA,0
11776,-OAdCFmB3AmopsOeEUnxRA,1
12218,-OHH-CAN2QsCoIGHmst8qQ,0
3988,-OlIF4oFdN3VVNQM8yo1ag,1
19225,-P6VBBN-CxQD8bCpzdeU-Q,2
2355,-PCVV0acyWThXFHH-_2YyQ,5
2895,-PMO8OX05WxqKK09uoVuwQ,1
1918,-PYVaGjHgX3IrLEoA93qIg,0
13832,-Q1qcyni6Y2XAoUS4cQ0fQ,4
8851,-Q4i6Wh4x2S-peFSwNnf8w,3
11324,-QE1a6BbhshFDXHJkbafRA,1
5767,-QJCVBhn78pk1EBf_8-y3g,1
1013,-QKlCP2QQiQaIuUmY-eFyg,0
17502,-Qeljet6qnV6gIxtSb1G0A,1
9842,-QlhN_CmQETAKgF3Nrs44A,0
9266,-QtSL-aTUyvrMKg3rbBmGw,2
22014,-RPsIOSlV_BchgDFHmwdqw,0
19611,-Rbv4lU9mDoM9EyrF_qGLA,0
7918,-RcoR-_UyWtOX-oDEzjPFA,1
14171,-Ry1iu8UOZya-1QkVPpF_w,0
5105,-S2JPNrZw6Y4OZmx1x93Og,5
19691,-S8fOgOgPF0KmMSK-Dmj9Q,0
17179,-SgEbEOt0TCYPsYvuYaMJA,3
7537,-Sjrz1Mt9RY4r6ibxzGs0Q,1
13766,-T4NZWxPkWcFmbCd5A15SQ,5
4130,-TFiZAhhdgwJxhbQDcv3QQ,0
10898,-TJ_OBlblchUoenA_f1H7A,4
7471,-TZYiWzeYovWZSeRZ_H-nA,3
16426,-TbxAAOY2Q_3lNmFJoBNzg,0
608,-Tiy3NmLikBRA5NgMS_bWA,2
13327,-UEAk53rzZXqUTYRwz1GhA,0
21815,-UJNQ7RkM2V7vZT2hQpKxA,3
14434,-UQ1cQ1G3E9HVSVbCR3zzw,5
2161,-UuD2pRs9_ifSw8gZfu9TA,5
20016,-V4i4eModv7F4I9MNevD4A,1
13944,-V53iiKbReGRCNmLwHXoSg,0
22150,-VAdzjb7dHuL5ggeb_tX2Q,5
17294,-VGcpn-vkcnAUTJuLBSalA,3
5472,-VLRsUp75qeblZ4ftgUTGQ,1
14577,-VSEXHIez3sS77OOnmwhbg,0
16600,-VYe3DZ_LDVjwygAWzEC0g,0
7483,-Vo99SY_sGvpNCkLMHfeBg,3
1398,-VpisjpraSigsKK7qe5lkw,0
2852,-VsAYrvV1kw9zu5fWXk78Q,1
9039,-WA4tNsXZq5sxcGw8a5_IQ,5
6035,-WIoQ6ocFnUAAXH1c_4-Pw,1
11411,-WOGJSPAHfyNNrnw5uKOyg,3
9120,-WcKXPAJuxZ1ZcJ6yT_q_g,5
7492,-WvTqtFPe7MURxFz6QJzYw,3
5795,-X8NjtWsKO6BnizblHW2lw,2
17002,-XILEkxf93_H4i7k71oVsw,2
7316,-XOAzMXCWX8BvxFAcrfpTA,5
14935,-XffPSlEMeORcyRKdYZ3uw,4
2920,-Xk9OzAfWhpUr-ZMM6JV4Q,4
12115,-XkYogP5IJZOieH23kHYVQ,0
3247,-Xq6ruGk0U3inDf7BOX1YA,5
9502,-Xus_5xN_zDZK6KB9mw_Sg,1
3206,-Y05u1a6-usn8jHBRdATMg,1
11142,-Y5-3jo106-QQUxA9MChHQ,4
17700,-YMNyXhza3TRWy8WuR7I1A,5
11472,-YYrkV-fnKlQ0H8fBfwF5A,5
2638,-Z5_WvjPTtiik8WTkix_zQ,2
19526,-ZZP81SGVX2kGLZ8nuTEfQ,5
20780,-Z__4UFPR5vHPwZaPe9zoA,3
16441,-ZgFnVzNcSDkbaBVMZ1pBA,3
2878,-Zi-kBFZWQWJLRCC9mY6LQ,0
19752,-ZivRS-umx69DuUSPsbXoA,0
1937,-ZzsPlaAgwO3yt29u59xcg,0
12742,-_4K6WTUHhzQ4EXec8gzsQ,3
17210,-_DFiAovgLxR9XMF3Mc5sw,4
5,-_GnwXmzC3DXsHR9nyaC2g,5
19107,-_bvu_oJdS363w1TYoJnYQ,2
20126,-_hDU5WHJ4qRJD5K0BX6Gg,5
7275,-_k249ZueEdy4C7OMIp57Q,5
12681,-_pClRq4ABRssrWtXbpTvA,0
14104,-_uifLaFoj8YQKWee_7c5A,3
18592,-_zOASGIMqHu5LQRNncr0g,5
13591,-a0A1IKFVojTU7LUdbkwnA,5
11632,-aAdQ0nekZEMyXpWqmMwDA,3
10423,-aEGBqX_nwQHViPOyDDgOA,1
2567,-aRu1BAs4mWiWL6keT_I3A,3
9801,-aVgOXRyW3QX_h5m44l6zg,1
3050,-aaNwThD7IAwzkVwY0OjKQ,5
18802,-anOqg1lgtDIzPhTwpwUNg,1
19825,-ay3KvEm8oWE9Mh8w8gHMA,1
9319,-ayssdNz9tKR43BGKudong,1
13758,-b-wqZljQOfkyXuMp3WisA,1
12430,-b5tXEsQ5o15naIf5yCeEA,1
16669,-b7AW8V2t1gxDpbNp6re7g,0
21810,-bPos8nEPl_HmNAzzJCU0g,3
21884,-bjI9tzsl0L_ipHwyczQ4Q,5
12229,-c9J6JMIsZEPdO6JPdF99g,0
8695,-cAsZ4L_ztcrFwsmN0m0dw,0
19793,-cPGE_tt1h0H6gyASiLV9g,0
13574,-cki6shjO6czVhKZM9v-3g,3
12927,-clBKSHtzn_9458qlD5gwg,0
14432,-cwGglictXeZRSJaETaH-A,4
6178,-d-cmDxUwyLF6Oz2Bu4Elg,0
14182,-d55HbZ24m5g8DqBR7RKKA,0
12531,-dG8O6DsgSKe5vIRteFqJg,3
18458,-dJNGQVVhvUI5EvJsQQu3g,4
316,-dNzrtdgR9v5kbqxw0ZKoA,5
17251,-dRN-7EFSqyPWkrvzI46Ag,0
4773,-dYJp8OftcDC_1VAj482rA,1
19271,-dgMj7Ci4E8kcX7kAVdvyw,1
16497,-dmPyvXoxboj2PBKixMhfw,1
19168,-dndYyzgr5_aKga4bc82MA,2
14087,-duTaWjcU2-TJjIVCiU6gg,3
2748,-eBEdPCXfrBrgsESqYOUlg,1
2245,-eEgm7kEuzftek33-CdUWw,5
13563,-eGzI9NsTBnf1-CYI_eD0g,5
15760,-eIc8B_SdA6qGIUPYKykgA,5
12633,-eVUxQ6IlMseNSDK0oifFw,1
4171,-eaKG-i8HzvIY11cQhRYFw,0
7550,-einO2qtoKikngG6JvU8jg,4
15148,-f51AYaEcU1uO_bcclNyBQ,1
12945,-fAvGzuloIXOr-vdXBvySg,0
17841,-fB88Oxol_deqC2K-bd6fA,0
16384,-fC6gJCUSf5337ySy7u5Hg,0
1453,-fPzgCD4PYKXQuE_gRjwQg,1
5834,-fXCgMV289aUljFUOgXz4w,4
1154,-fYm-mKSZtlctIqGBDBsqg,1
4559,-fnPRC7fd0wBHWBBtg1J7A,5
4488,-ft4YJMSe7VNwJWGg1qapA,3
21803,-g0s41oVTDzlDCjD-2SfTw,1
20654,-gPfDIdch1QNPsMLEom5Mw,5
445,-gb_VqoPSqckYaq7Z1rBkQ,3
16792,-h1c2AipksdA40nSCQMhCA,1
4984,-hAobVr1yNeg0sTo0uoLpA,4
19610,-hG4B_Li9ZaB3VSrTR2f-g,2
8374,-hNuRDM4RfejV5PLHP0ZLQ,3
1976,-hfICuVtWWJn1UWgB8o-zA,5
10253,-hf_XL7j0ojgsNF_zCphfg,0
21003,-hhyCbZawsCko6OCMBVtXQ,4
3603,-hj_1vt_h5JD4NbyMoE1WA,0
6223,-hpwGVKyZMtQ1b-tz54T0w,1
4764,-iCylmVN2t346RH8G1SDEg,3
8602,-iS8ZqaX7nKBAJ8SdKJDtg,0
10011,-iS9xMoEMMklMEGsRwKfJw,5
7194,-ijYRtgrvG1HhsWzTVnqJw,4
7251,-jOGf5KR87fL8KqeDeUaPg,5
6805,-jQOsyXnAMKu6ND7ongXFg,5
8384,-jdLL_vjpv7WNS7S8z8XJw,0
7884,-jisMAcgKMLj9xmB6gU73w,4
18824,-joSOdhuV-WQ65cHWpl7iw,3
13262,-jxEILUSqsWL0Oo7cQDfVg,0
3227,-k1F3JbknF7Mt4urqt8O4Q,1
317,-kR0rEb2-80ZwqytTD68FA,1
11168,-kf2oeqlpQ_fnyoXoV_vYg,5
5783,-kkHh0QwK1ZYHQF17Mpw2w,3
8087,-ktTrP_SBwCcPzQkeV73Mw,0
20560,-l0T8Qy44Aefc41ZgsJ9aQ,5
12837,-l1nGiG4y7zPBlEh-eLd4g,0
20783,-l2oVsyqaYWi2sFEv1crPA,5
21852,-lDuJj6-fPQXPfcDYhAPXg,0
11550,-lE2bHcASeEjiKa0MXDlWw,3
19420,-lGiUQM42_Nq_Ziq9B_fBg,1
14990,-lWzEqIv_GnslOgRKIKmYQ,3
18668,-lcp6bQUOEEdA2ubdhWnrg,0
22208,-leP6D3ff_MRlO-ZC-47oA,0
12933,-ln68FYLk5RZuzhQ4Lp58g,3
825,-lnkoNkcmE005fVA0ZxKZQ,4
2541,-lwCS_ux0sS4GQsvT8oIXw,1
15523,-m2Z3nddO7LAchhJH0Yi-A,0
4384,-mGBtX6pXeaaj6bsEMuAdw,3
1511,-mMf9YoXzm6cIDODVZu0eg,1
17593,-mMnuVffGL0rAaDBPjeYBg,1
19248,-mSHtwaGZatXZOfh9NW0rw,1
9793,-mc6zwifSmJ8lV6QbZ3zXg,5
5469,-mfXITJ8BWn595vl_3pleg,1
7035,-mfqRT0Nfd0JoxGvTiqtAA,5
15154,-mu5kWYw3qqaNXK9L0THBg,1
7118,-n8pdv8ezY_HtzNZqdMcvw,3
10670,-nA4Zl5aFc2iblN-XQ7lgA,0
21672,-nPFewj0N0f2VL2CZdMSTA,0
20905,-nWMo2MucpYcnSuVROhs0A,3
1775,-ntGRFLfW264UwZTuX9N0Q,0
43,-oCYfB-JL3Yc_RECg4B1Qw,3
14919,-oJBBj15JejFvpJGEGRqdg,0
11356,-oMIzR8lRb-HlqQ1gjqDfA,1
10025,-oYAX3frNAxMUDkxDZAdhA,5
4527,-p5x2Q2kmYe12NsNQ7iBPg,3
16409,-pQ3wH2H2ZOOUDOXhIXMig,3
21024,-pV3ELnolM-6qQHqZXmQSA,0
10885,-pWjEmDchOGDIdJEpc1bHQ,0
17788,-pZltwxs2RBzQFFcb-O55A,5
8610,-p_r3aR-vLT8zR6CHNZALw,1
4311,-porR5NB_our0NLjRnIOVg,0
16382,-pv0wXx1s0viMg8CH7x-6g,5
11423,-q20XkRLGGovHXe-sw-JQA,3
17853,-qDFt8U0d1OHqn7mhLCJyA,5
12450,-qOMUSEg5QM2B9aB2qrMow,0
3742,-qVaCLmIZs71W5ijGNwd0Q,1
4545,-qjkQHH-5O8BAztc6udOuw,5
19974,-qnjj2K16pKp9C40CZy4YQ,0
14674,-qoTS4ayzzLjK-nUpIA1mA,0
8081,-rKGFT-zCQsFrQNj5uWnRg,1
8142,-rXN28OjNdHPfO_5AukK-Q,0
60,-rZO25BGEvA9vt2i72ggNg,2
7273,-rwL65SJ37ZTnXFapS7fkQ,5
19638,-rzCRrhnaLtaU7eyg6c4BQ,1
16562,-sD9v94gO8z5VIHN0YQN3g,1
14563,-sqMwOMphv8eyrjke3ep0g,1
5442,-suq06tfaHLbydh1a94rQA,3
2370,-sv5K0yENLZSGlSiyX3TfA,5
6644,-tMxROOXH8U5mhanXTDZxw,3
21085,-tifnb89Oq4phT7YgIznrQ,1
6082,-tjQDwfdHexVQH0BRFx7eQ,3
10809,-tmm1PqBjNUqo0f5oOLxiw,3
10200,-uHjrFXNmUJfds4vY_zMEg,2
17921,-uKlx5Ab45PTAQerE7_C_A,3
21408,-upoOsCFQkXRVVclpFlmPQ,4
17174,-v9uhXrJMo2JVUne5_YWUw,1
19385,-vCHXpXWNa4U6wKphTHoyQ,3
16581,-vDYo8xFUOey1GyWi5_Qeg,1
5221,-vRt_vckFc8Q2uWY3Ft17A,0
12380,-vSLRpgZ3CwsfVWy8Ze05g,1
20242,-vzicOWweKbGDLJS6nfabw,4
7959,-w1XxyUjP5hiyDMkXNDG0w,0
18532,-w6YRlKOA3wWBK6d9iXXdA,5
13171,-wDHnMpiDjVCw6wSurVy_w,3
9943,-wGdaCG5QMimGOa4cMEs0Q,5
9341,-wPPGX3XJ_2ua6D31tkNNg,5
2142,-wQHhs4pPnDPHXboTEtDnQ,3
6826,-waa6lH9SmAkaKiLx74_FA,5
12122,-wje-rWI-1i_T4ycL31rkw,0
7750,-ww9xmeIekRabead3OyhLw,1
15905,-x9GqJToAQXS768LxE-RSg,0
14648,-x9y3f2IXWnWhZyeQC3RaA,0
2990,-xAG4Jcyf3yd4A29deZrOQ,3
6846,-xVnuKnXU6q1QdYI5RjfiQ,3
20805,-xa0q2ZhHol54i77YOp2og,1
10260,-xiXyfldlrqteGrTiHi8Bg,0
8376,-y8FBlP5rM2reOlrgWTWvg,2
18569,-yGakomD9jnqooXyRIFngQ,3
7361,-yL0b6in-Yq5A0y7HR2wiw,0
13787,-yn_P8m9yd2nnG2RLI8ORw,1
3935,-ytXUZ8Xwsn7ROx2fKY8Dw,0
3174,-yuqQs7H9yZQFumN7KzgEw,2
5582,-zHs-LLRDjM4oVEmwC8rHw,0
16351,-zidIjToM1wM10_ByMlRIA,0
11829,-ztHmR6vkflVp2b8eYdsLA,3
18830,0-39isjyL7FyBjxGMj3sgA,3
9998,0-4ow6NMhdTgnN0B7QHfvw,1
2304,0-GMrR9o3imO59-X4FB0cQ,1
17925,0-Y_m4TJZufHBVozbMOqbA,5
9359,0-h0eCEFFabn6HJL52oYyQ,3
20566,00-H6M2UsIiHPD-uCW6CKQ,3
18034,00K-UTXqg9iDoMXB3QXh0A,5
8750,00QiDT1sqS0yDXESvbQTDg,2
5471,00slwNU-heK2ok8msWBHAw,3
14244,00xYfRwafYVKqsWZcqsyeQ,5
2139,00yOZF55RMZ8EDev2tJ2Gg,0
8370,019hSLVB7-wzrChswjq5wQ,0
5271,01bNQ62pt1hbQxqTmdYpWQ,0
19699,01ip3Ksb8jJfyfw5Rv0h5Q,0
13248,01prarOUJpfLEHYVZ3uRTg,0
18546,022YuXJdrtMZIrFKT9SOWA,1
3468,027mgHAd4sayA8nY-7qU7Q,1
1397,02PqL5zX-Wtf0-Sm9HLq5A,3
16285,02_zOQ5U1lgwVlgWDG2Dbw,4
6153,02jjWgQhqeQu-hNPGSxX3Q,1
20656,032WbffIbkyT1M1GW2Qfzw,4
18697,038bvDfhiZJCjUkWg-g4rA,3
10240,03HZ-K8jhXH91MCqIuH0vQ,0
21904,03Qm15VnJVKeIQA8WVavvg,1
6912,03RPAIRs9B_CSiSt5G41Qg,5
17528,03Vr3PJTh0l0Gg_hMLYyfg,0
6028,03qlZ3ZXY1TZonaDcHbGAA,0
20816,0439wQaLgLRncbSjArVmpg,2
16378,04_EK-ZnuVm-sEs_cdaIdA,1
18506,04aCD_bLzfmBmJ9mm712Bg,5
14320,04cH5lpbd8rnpnA7DSn91A,5
4454,04hJKTsk-Bte5tf6Z-tl0Q,5
7171,04u1vBEqfS9MdsKHFO8trw,5
16512,050WKSmO2fHsmDBDwkoXBA,2
13426,056NOLD3YpxZ6Orf5_Us0g,3
14863,05SaK65bb7d4QX7U_H7gAw,1
15841,05bKdAXPF5skhWsobIrq-w,3
15108,05nk1UOZQr61isIatgGk9g,3
15675,05vxmc97D-W3S58Ipv7EPA,3
15301,06-shK8lWFzkWgmedpCiNg,0
17893,066f5rFTrABSE6BU7iY_0A,0
19474,06AMM_Vw7mOczjyo11sopw,0
5170,06QPG-10-OS6otHQ9Uu7TQ,3
13366,06c8SbZAsXUtchNO9njTdw,5
12438,06fOGxQqYoYRxrpYVtx7Vw,4
14200,06ls6F9UuIOy4wDCqv-R8g,5
11416,06mTqmgQfIGmnGup58vDkw,3
18977,07E0-Cs62VtVOD1wgVGTrA,3
21833,07LQZWL6I2j_B8-gVpbdwQ,3
5365,07W-QKw7zdGKAvzNe103NQ,1
4277,07qZGxH23ahSW6ZegR8ZZw,0
12750,07rL90ryVIc-ArTlFp4MeQ,0
18166,07vsMfjupodO4am9KE46xQ,5
15831,08GXFVyvkY4HDZ7od2mLbg,1
3517,08V9BaC4ok_jpJNj4KENtQ,3
21697,08WccxSIUr3guFX6xI-t_w,3
20724,08jxI04x9HgnGGsiS2Io8Q,4
2335,08wLD2pUdZV73zHywMpREA,5
7225,09DBl9SoJbXz3Bwk5MeLLw,1
1079,09ogiDVXAMaywu5NWFRyHg,1
22046,09qoU7c-wV-U43LYoSrhXQ,0
9818,09rdFG17jRgbQrqso0odGw,5
9168,0ABraNehd1Vwb83-PFdXDw,3
5527,0ADXLZusCuQ0N1Z74o55KQ,4
18803,0AKBh769oKILEyJHD1D5Ow,1
10888,0AO7SIns2XLQBpI6aEpNaw,1
17674,0Aezdr9i7-WYvhWpCAPBEw,3
2602,0AhpCEoKGWckh5RljxH-xw,3
7427,0AiTpuva7RkYZfKRnhqHYw,3
13184,0ApFrpmGFm-zEYwtmgHn8g,3
3134,0BC21oze0we13ypaPnWndQ,5
11591,0BWauhVjUbBl1wydkkpz8g,5
2172,0BaLr7VUYxzQ-XLy4rofgg,3
21855,0BgzV2IXFfcHcW9YNHAngg,0
19324,0BjRbhgsZjt_R3-y8_N3_w,1
7090,0BuTE7jOd45VQUVB2I0pBw,3
3600,0C3TFjxdic8F5iq6EcGY5Q,0
1682,0C6a0KpUYgYHeSkey2_-zA,1
10314,0CA07QXBNQbpL5g5FWPAMQ,3
4881,0CbIYxSEN_QV77jQ0Xga_g,3
3359,0Cjkaxe96AhpOpuO2GznEg,5
1931,0CxGh3-4h2Pc-wFtzHux8A,0
9631,0D4L0Ykgifuoxul9jIG2DA,0
7955,0DCUJZtlKSgm-XQKvGJwuQ,1
19738,0DZBM3cmnt1v3MloVRWeBg,3
15993,0Dm4lnJuDF0iY7HGt2x5Bw,1
13647,0DtkwVtNq39LwsrE7mWW6w,1
21862,0E0CzkEpiPybBdPMuHKUeg,2
2386,0ECMK4F0_qpO-mQJzYd9cQ,2
955,0EMZIl4i741BJ0SVoNqV0w,1
20087,0EWT-5RReQ39c7SGcslJ7Q,0
13938,0EpT8hjNC_OQIYg9TCvAZQ,0
17995,0Ewa_emG_tKBaUMjJDVrdA,0
4513,0F3LEU42pE0c56o0EpXW-Q,5
19371,0FBsUUtDiK51C5Ctoa8qoA,3
16429,0FQ3Z1hL55udtPGdVl4QWg,4
1423,0GMFteLQFzUogXFK9STGtA,4
11161,0GUAlfhT9BXyd_i_9pFvoA,0
10618,0GVQ4qelUIJERcsATCFQBg,1
20146,0GYgmozbQK1HdpR0tHXrcw,2
3910,0GhKOL-lhgL0zHZ5xJEfsQ,0
20446,0GxCbQgy6EEvSSy9tl_2MQ,1
18893,0H2ezH9Xotee80blPg5wIg,1
2787,0H66VNadmm3eEX6Y9R0MVw,0
11201,0HDphosOBn4ofcBPPLsqvw,1
11348,0HF-vV7yd_cMdGS3W-OGFg,3
21094,0HSGnyCu1H7CePtvIRP4YQ,0
10366,0H_7b1ciGIDcMUr7Z6sekQ,3
9350,0HhFNRZZAFqvoFdzoBQF4Q,2
14406,0IF5voiCXnmFm2Ga3IGvzw,1
8365,0IJD11YknsfgQRoBaJFFpQ,0
1538,0IJvJKctkGf0yslni7gREw,0
21659,0IPBNAxnKunhZgaBJ4QV7w,3
18327,0IehdesPF8Tgzr9Z8YSQrA,4
16271,0IhXgDHqW9EPty9VSEMLOg,5
3329,0J1SWUz8WoANaJIijR9E9g,1
16432,0J33tL_3JOMPqEOUZ-GSxQ,0
10829,0JBKu9cJ_hx86iEfKCA1Iw,1
7973,0JMpYuTJZuYRSnVap1-8cw,0
16307,0JN9emNAmzeylKPehFU3LA,2
2022,0JUlrelFKPciBVcZANKF4w,5
